Frequency (Hz)	Level (dB)
5466.796875	-64.394936
5472.656250	-60.058445
5478.515625	-53.659317
5484.375000	-52.259262
5490.234375	-53.562141
5496.093750	-59.649029
5501.953125	-67.412514
5507.812500	-69.867928
5513.671875	-70.608376
5519.531250	-71.334656
5525.390625	-71.315956
5531.250000	-70.732651
5537.109375	-67.993935
5542.968750	-67.920471
5548.828125	-66.368889
5554.687500	-65.655640
5560.546875	-71.042809
5566.406250	-70.043549
5572.265625	-69.453293
5578.125000	-69.897896
5583.984375	-66.612152
5589.843750	-59.835751
5595.703125	-53.388557
5601.562500	-53.496284
5607.421875	-62.793518
5613.281250	-64.581993
5619.140625	-59.251389
5625.000000	-61.337742
5630.859375	-67.414932
5636.718750	-70.829872
5642.578125	-71.548653
5648.437500	-71.425652
5654.296875	-71.141708
5660.156250	-70.557510
5666.015625	-68.423462
5671.875000	-61.591579
5677.734375	-62.147022
5683.593750	-65.815048
5689.453125	-69.851662
5695.312500	-72.843880
5701.171875	-72.773750
5707.031250	-70.408493
5712.890625	-67.389763
5718.750000	-69.439690
5724.609375	-70.086853
5730.468750	-71.151680
5736.328125	-67.913490
5742.187500	-60.713909
5748.046875	-57.606270
5753.906250	-60.425919
5759.765625	-67.077736
5765.625000	-70.733772
5771.484375	-71.475868
5777.343750	-72.356323
5783.203125	-72.335159
5789.062500	-73.595490
5794.921875	-74.178421
5800.781250	-73.891998
5806.640625	-73.364372
5812.500000	-69.232124
5818.359375	-69.779945
5824.218750	-70.570763
5830.078125	-72.841805
5835.937500	-73.862984
5841.796875	-73.351242
5847.656250	-72.856667
5853.515625	-72.221870
5859.375000	-69.575058
5865.234375	-62.893742
5871.093750	-55.983665
5876.953125	-55.199306
5882.812500	-62.575699
5888.671875	-68.162308
5894.531250	-71.274979
5900.390625	-71.916672
5906.250000	-66.216904
5912.109375	-60.981613
5917.968750	-56.975685
5923.828125	-54.618546
5929.687500	-53.668427
5935.546875	-55.550213
5941.406250	-64.257164
5947.265625	-69.366142
5953.125000	-72.046570
5958.984375	-72.637245
5964.843750	-72.771072
5970.703125	-72.101013
5976.562500	-69.329704
5982.421875	-67.749916
5988.281250	-70.134438
5994.140625	-72.663040
6000.000000	-71.524048
6005.859375	-65.238113
6011.718750	-63.903866
6017.578125	-69.905876
6023.437500	-72.337006
6029.296875	-73.393135
6035.156250	-73.770996
6041.015625	-72.312500
6046.875000	-73.132301
6052.734375	-73.678810
6058.593750	-72.408600
6064.453125	-69.284386
6070.312500	-68.933281
6076.171875	-69.659836
6082.031250	-70.604622
6087.890625	-68.931313
