Frequency (Hz)	Level (dB)
6486.328125	-72.625572
6492.187500	-72.723183
6498.046875	-72.625046
6503.906250	-72.387878
6509.765625	-72.307709
6515.625000	-72.000870
6521.484375	-71.059196
6527.343750	-68.241539
6533.203125	-66.628876
6539.062500	-68.979286
6544.921875	-70.955147
6550.781250	-71.620445
6556.640625	-72.124001
6562.500000	-71.016212
6568.359375	-69.342552
6574.218750	-67.834290
6580.078125	-60.735622
6585.937500	-57.527935
6591.796875	-56.275246
6597.656250	-58.264641
6603.515625	-67.143600
6609.375000	-70.847412
6615.234375	-71.471268
6621.093750	-69.973183
6626.953125	-67.702271
6632.812500	-69.740532
6638.671875	-71.199455
6644.531250	-63.548794
6650.390625	-57.798611
6656.250000	-54.540905
6662.109375	-56.070477
6667.968750	-65.409416
6673.828125	-66.320404
6679.687500	-63.625061
6685.546875	-61.015427
6691.406250	-64.245476
6697.265625	-69.615692
6703.125000	-70.570374
6708.984375	-69.188087
6714.843750	-68.660240
6720.703125	-70.145020
6726.562500	-68.583672
6732.421875	-69.066582
6738.281250	-69.711266
6744.140625	-68.336960
6750.000000	-69.186035
6755.859375	-70.804932
6761.718750	-71.164543
6767.578125	-68.249573
6773.437500	-64.690117
6779.296875	-65.295448
6785.156250	-65.900497
6791.015625	-61.121067
6796.875000	-58.332890
6802.734375	-63.134541
6808.593750	-68.704681
6814.453125	-68.602104
6820.312500	-68.200218
6826.171875	-65.907562
6832.031250	-61.518055
6837.890625	-56.102398
6843.750000	-51.688732
6849.609375	-56.677818
6855.468750	-67.608887
6861.328125	-69.438499
6867.187500	-70.434029
