Frequency (Hz)	Level (dB)
4570.312500	-60.911030
4576.171875	-60.151485
4582.031250	-59.382843
4587.890625	-58.559216
4593.750000	-58.278316
4599.609375	-56.939777
4605.468750	-55.414749
4611.328125	-58.332283
4617.187500	-58.436829
4623.046875	-60.183533
4628.906250	-60.486786
4634.765625	-59.551796
4640.625000	-59.768272
4646.484375	-58.711098
4652.343750	-58.663086
4658.203125	-58.408905
4664.062500	-57.721653
4669.921875	-59.667419
4675.781250	-60.343056
4681.640625	-59.036430
4687.500000	-57.765072
4693.359375	-56.767075
4699.218750	-57.783947
4705.078125	-59.263668
4710.937500	-58.486801
4716.796875	-56.947567
4722.656250	-58.200264
4728.515625	-59.332588
4734.375000	-58.807518
4740.234375	-58.731686
4746.093750	-58.012028
4751.953125	-60.415207
4757.812500	-60.496487
4763.671875	-58.177349
4769.531250	-60.220627
4775.390625	-61.368740
4781.250000	-58.015980
4787.109375	-57.420002
4792.968750	-56.869213
4798.828125	-57.489727
4804.687500	-58.114567
4810.546875	-57.024101
4816.406250	-57.787338
4822.265625	-58.703064
4828.125000	-57.720730
4833.984375	-58.519203
4839.843750	-61.935978
4845.703125	-61.544712
4851.562500	-59.996407
4857.421875	-58.886555
4863.281250	-59.979153
4869.140625	-57.592499
4875.000000	-54.934673
4880.859375	-57.945168
4886.718750	-57.497482
4892.578125	-58.237965
4898.437500	-57.755302
4904.296875	-58.812325
4910.156250	-60.625332
4916.015625	-61.328701
4921.875000	-60.351788
4927.734375	-59.629726
4933.593750	-59.236774
4939.453125	-59.398285
4945.312500	-60.515785
4951.171875	-60.884636
4957.031250	-60.776630
4962.890625	-58.758663
4968.750000	-59.352650
4974.609375	-58.778210
4980.468750	-57.580166
4986.328125	-56.434864
4992.187500	-56.810204
4998.046875	-56.455086
5003.906250	-54.284966
5009.765625	-54.426872
5015.625000	-56.934048
5021.484375	-59.402199
5027.343750	-61.905415
5033.203125	-61.362804
5039.062500	-61.687519
5044.921875	-61.729424
5050.781250	-60.915661
5056.640625	-58.855206
5062.500000	-59.275150
5068.359375	-59.194721
5074.218750	-58.656174
5080.078125	-59.727146
5085.937500	-60.666187
5091.796875	-59.622982
5097.656250	-61.555370
5103.515625	-62.731537
5109.375000	-61.519402
5115.234375	-60.076435
5121.093750	-60.866135
5126.953125	-60.810673
5132.812500	-60.447327
5138.671875	-58.783474
5144.531250	-60.257687
5150.390625	-61.684532
5156.250000	-61.223930
5162.109375	-59.881340
5167.968750	-58.541107
5173.828125	-61.085159
5179.687500	-60.482616
5185.546875	-59.066181
5191.406250	-58.468472
5197.265625	-59.755936
5203.125000	-61.187309
5208.984375	-59.470627
